elevation,slope,aspect,plan_curv,prof_curv,twi,tri,spi,sti,flow_acc,dist_river
0.22795953,0.1250202,0.15557905,0.32560405,-0.1281881,-0.07268288,0.66263264,0.39195633,0.050628796,-0.107672304,0.045538913
-0.8611245,-0.8507894,0.041470923,-0.2683313,-0.24448688,-0.15797521,-3.4814878,-0.5861629,-0.030429935,-0.02142404,-0.172594
0.5915309,0.58312345,0.047542848,0.006051899,-0.11940446,0.3281349,0.7208231,0.031595625,-0.0007839331,0.018786257,-0.4868962
0.21679069,-1.1652932,-0.042895153,-0.2677965,-0.23288976,-0.22270979,-3.7818882,-0.5844041,0.040607028,0.012299232,-0.02322124
-1.2820561,0.020932578,0.30244258,0.28312287,-0.09419843,-0.16260931,0.029561905,0.05016386,-0.0835009,-0.0040688314,-0.06291595
0.7028638,0.27921876,0.24260032,-0.08960838,0.94131666,0.3861083,0.5430398,0.5925173,0.048761997,0.20843017,0.0049918275
-0.1889488,-1.144698,-0.20665602,-0.14374116,-0.27755734,-0.34707317,-4.114268,-0.3327507,-0.07539808,-0.12113542,-0.06575968
-0.97020876,-1.1584287,-0.2209432,-0.13393188,-0.16770881,-0.35205987,-3.1061277,0.42071065,-0.02848433,-0.0053456794,0.42653334
0.09271367,0.6254747,-0.5219424,0.21164836,-0.09805131,0.2463199,0.72991765,0.26111302,-0.03554535,0.028500516,-0.023859022
-0.9343631,-0.74809134,0.06912356,-0.258933,-0.1161433,-0.24566448,-2.5896778,-0.61452127,-0.08047991,-0.029602602,-0.029322688
0.2755435,0.9430399,0.005732119,0.051984426,-0.039556727,0.63203835,1.0166963,0.038304515,0.009887256,0.01943332,0.3920691
-1.0181205,0.15841459,-0.19654636,0.26946425,-0.09885414,0.24916333,0.57857347,-0.17006874,-0.0315721,-0.02081601,-0.50754213
0.4343302,0.34521797,-0.35614282,0.24904206,0.36395133,0.43861416,0.68177414,0.45676348,-0.05562751,0.15179761,0.020465517
-0.19381042,0.5719171,-0.2640027,-0.0031598848,-0.032604564,-0.06930515,0.7906086,0.34154698,0.07344074,-0.024968069,-0.2536784
-0.0018606023,0.47995496,0.16676365,0.029647304,0.08331609,0.23640649,0.83820254,0.3442258,0.010205474,0.0067372983,0.16605441
0.1746155,-0.8650973,0.051931098,-0.40375733,-0.20192765,-0.28927,-3.7613506,-0.59445864,0.003613852,-0.03642654,-0.06634954
0.61278987,0.24067366,0.3168394,-0.10132654,0.66033846,-0.044126123,0.65784776,0.26164255,0.03095173,0.015954634,0.042640835
0.42719367,0.64383686,0.12665915,0.015150508,-0.0922874,0.35336515,0.7059782,0.40512234,0.039932236,0.055091854,0.09276897
-0.73185617,-0.33377072,-0.071547136,-0.027220303,-0.11786107,-0.35419577,-2.56702,-0.18525864,-0.0347398,0.014210401,-0.03844776
0.26288983,0.35437772,-0.26515567,-0.14660555,-0.15908268,-0.07238239,0.60504735,0.21626975,0.03686994,-0.018855276,0.0050704954
-0.019781511,0.123515725,0.05732812,0.292054,-0.06800033,-0.19432475,0.6203382,0.362623,0.06439473,-0.15582858,0.028703896
-1.2068409,-0.35545194,0.319017,0.2628931,-0.12540594,-0.05256014,-0.9554935,-0.05583959,-0.011152834,-0.020244218,0.18512546
0.66092765,0.26349595,0.043191243,0.009610161,0.55192834,-0.14559773,0.24149661,0.26327428,0.0488752,0.045478567,-0.3529095
-1.341333,0.16437106,0.4222531,0.06372209,-0.11018949,0.22202004,0.23728251,-0.13968694,0.01685039,-0.019886209,-0.03045913
0.22823371,0.3246379,0.1721712,-0.16756365,-0.1722577,-0.4507263,0.5525106,0.52481127,0.059203252,-0.12854293,0.03143435
0.6180553,0.25010544,0.00068480335,0.10074452,0.03255575,0.24538456,0.6671879,0.03738141,-0.00940215,0.011744696,0.053906783
0.52307975,0.12803878,-0.053662404,0.18649979,0.66359365,0.21703789,0.7199187,-0.14630784,0.06108375,0.00035854045,-0.101054356
0.3677015,0.3729982,0.26119274,-0.045360863,0.915133,-0.23071669,0.6628215,0.40475667,-0.0354308,-0.023459049,0.04160639
0.4541174,0.105667315,0.13677159,0.25561845,-0.30406353,-0.29041755,0.6278918,0.36665222,0.016228918,0.009227028,-0.04264353
